block_size,tokens_per_step,problem_idx,tier,n_tokens,stop,repeat4,boxed,correct,progress,redundancy,coverage
16,1,25,medium,768,budget,0.2815734989648033,0,0,0.4285714285714286,0.26228940454527583,0.4419257064789662
16,1,26,medium,656,box,0.16666666666666663,1,0,0.6571428571428573,0.25226499562302285,0.3188169811762931
16,1,27,medium,768,budget,0.014577259475218707,0,0,-0.6571428571428573,0.18888645777588955,0.4984968682133944
16,1,28,medium,768,budget,0.14161849710982655,0,0,-0.4285714285714286,0.2585736470122741,0.32696921661169687
16,1,29,medium,752,box,0.11262798634812288,1,1,0.6,0.23997411997481807,0.39142179606094973
16,1,30,hard,656,box,0.06644518272425248,1,0,0.7714285714285715,0.295384595237796,0.5503739155449422
16,1,31,hard,768,budget,0.08580858085808585,0,0,-0.8857142857142858,0.23051571224696268,0.4865036173224581
16,1,32,hard,384,eos,0.1188118811881188,0,0,0.2,0.19647622761179198,0.4205869353180836
16,1,33,hard,656,box,0.10964912280701755,1,1,0.7714285714285715,0.21036143910460464,0.5211916073383442
16,1,34,hard,448,box,0.17824773413897277,1,0,-0.6,0.2767306853860732,0.6280972893482487
16,1,35,hard,256,box,0.07339449541284404,1,1,0.6,0.1703663977683929,0.3028106191271886
16,1,36,hard,768,budget,0.12459016393442623,0,0,-0.14285714285714288,0.33651501791751137,0.36476695505499057
16,1,37,hard,608,box,0.22029702970297027,1,1,0.2571428571428572,0.31949864479694834,0.6296333272527885
16,1,38,hard,752,box,0.1607629427792916,1,0,0.5428571428571429,0.2523904583157728,0.31720993091484184
16,1,39,hard,768,budget,0.5056818181818181,0,0,-0.8285714285714287,0.5482711670507581,0.4221457247171678
16,2,0,easy,768,budget,0.836223506743738,0,0,-0.48571428571428577,0.9363421241970147,0.4769811406035345
16,2,1,easy,432,box,0.12244897959183676,1,1,-0.6,0.3649359750083238,0.6594610842496125
16,2,2,easy,512,box,0.14,1,1,0.5428571428571429,0.21655531219907273,0.5638618299441972
16,2,3,easy,336,box,0.1759656652360515,1,1,0.7142857142857143,0.1723475037445164,0.5027551514214034
16,2,4,easy,768,budget,0.5384615384615384,0,0,-0.7142857142857143,0.5342625800524363,0.32060005699780214
16,2,5,easy,768,budget,0.05517241379310345,0,0,0.6,0.23402586565701966,0.46926458201731935
16,2,6,easy,768,budget,0.1795580110497238,0,0,0.08571428571428573,0.30956550303616676,0.5053192429535287
16,2,7,easy,336,box,0.024271844660194164,1,1,0.3714285714285715,0.22230242905956268,0.5220027048866218
16,2,8,easy,496,box,0.13772455089820357,1,1,-0.08571428571428573,0.209907092188497,0.5652985629757055
16,2,9,easy,336,box,0.07042253521126762,1,0,0.3714285714285715,0.1720282338608779,0.48168762767690243
16,2,10,easy,608,box,0.22654462242562934,1,0,-0.5428571428571429,0.35475491565509015,0.41455330457539213
16,2,11,easy,224,box,0.021276595744680882,1,1,0.08571428571428573,0.11723539152334546,0.30331586963252455
16,2,12,easy,464,box,0.03515625,1,1,-0.14285714285714288,0.16432260696802967,0.5665434466205079
16,2,13,easy,768,budget,0.8611111111111112,0,0,-0.2571428571428572,0.8834802987549396,0.11908171716165881
16,2,14,easy,368,box,0.15116279069767447,1,1,0.4285714285714286,0.2583717122803945,0.5768193628743333
16,2,15,easy,400,box,0.12741312741312738,1,0,-0.6,0.3675844990033108,0.3692926288865409
16,2,16,easy,208,box,0.018181818181818188,1,1,0.14285714285714288,0.11098898144357096,0.5174787740851735
16,2,17,easy,224,box,0.13,1,1,0.4285714285714286,0.21872444346087683,0.5540992986652296
16,2,18,easy,736,box,0.12403100775193798,1,1,-0.14285714285714288,0.16028431435343707,0.4704888074557916
16,2,19,easy,544,box,0.37658227848101267,1,0,0.8285714285714287,0.43559117729820157,0.4313152069316087
16,2,20,medium,768,budget,0.6678200692041523,0,0,-0.8451542547285166,0.5687230829995291,0.252863597056575
16,2,21,medium,736,box,0.1680851063829787,1,1,-0.3714285714285715,0.19219017209735542,0.3469679251793746
16,2,22,medium,400,box,0.09876543209876543,1,0,0.5428571428571429,0.1576992927892435,0.5108618410676213
16,2,23,medium,704,box,0.1031518624641834,1,0,0.14285714285714288,0.19121298780348778,0.3373346972783711
16,2,24,medium,416,box,0.14406779661016944,1,0,-0.2571428571428572,0.34555708366316135,0.29631546207321696
16,2,25,medium,768,budget,0.3752808988764045,0,0,-0.08571428571428573,0.27304079740237736,0.37588272281010515
16,2,26,medium,704,box,0.08423326133909292,1,0,0.2,0.24777431093494037,0.3332667061626217
16,2,27,medium,768,budget,0.09535452322738391,0,0,-0.6571428571428573,0.2099527114164435,0.4617508278671613
16,2,28,medium,688,box,0.1054421768707483,1,0,0.08571428571428573,0.2899155214903276,0.4205879568446384
16,2,29,medium,352,box,0.039024390243902474,1,1,0.14285714285714288,0.2266115722485941,0.47577201562693694
16,2,30,hard,512,box,0.055276381909547756,1,0,-0.3142857142857143,0.19823932083801,0.5802368033873416
16,2,31,hard,768,budget,0.07586206896551728,0,0,-0.942857142857143,0.25791297968747984,0.4628938517848959
16,2,32,hard,48,eos,0.0,0,0,nan,nan,nan
16,2,33,hard,496,box,0.13095238095238093,1,0,0.48571428571428577,0.2962990905838708,0.4970300446817791
16,2,34,hard,288,eos,0.14691943127962082,0,0,0.2571428571428572,0.28707579224186575,0.5708297290870866
16,2,35,hard,160,eos,0.0,0,0,0.028571428571428574,0.14113295492960506,0.24113757743100972
16,2,36,hard,592,box,0.11764705882352944,1,0,-0.7714285714285715,0.34723211893130296,0.23936129337277137
16,2,37,hard,384,box,0.3290598290598291,1,1,0.028571428571428574,0.35024784596505926,0.5261632912735464
16,2,38,hard,688,box,0.053291536050156685,1,1,0.6571428571428573,0.16336609889027423,0.35573831248581184
16,2,39,hard,768,budget,0.0780669144981413,0,0,-0.5428571428571429,0.24988516825343113,0.6119698389081711
16,4,0,easy,512,collapse,0.900398406374502,0,0,-0.6546536707079772,0.9589208125773839,0.27418436891512654
16,4,1,easy,336,box,0.11728395061728392,1,1,-0.5428571428571429,0.33008874356628604,0.6885772787129625
16,4,2,easy,592,box,0.1572700296735905,1,1,0.3714285714285715,0.2845742920906367,0.5993898657615837
16,4,3,easy,576,box,0.33994334277620397,1,1,0.2571428571428572,0.2708031932996711,0.2839359299655078
16,4,4,easy,352,collapse,0.9012738853503185,0,0,-0.6546536707079772,0.0,0.5257138653730687
16,4,5,easy,768,budget,0.0893470790378007,0,0,0.5428571428571429,0.19006551297713595,0.5043032914705429
16,4,6,easy,768,budget,0.17927170868347342,0,0,0.14285714285714288,0.26732247994758557,0.5041977307209231
16,4,7,easy,320,box,0.029069767441860517,1,1,0.2571428571428572,0.22176842876842084,0.47665880543607975
16,4,8,easy,448,eos,0.19064748201438853,0,0,-0.3714285714285715,0.20631860547340966,0.4708369356997594
16,4,9,easy,768,budget,0.6413793103448275,0,0,-0.5507824838698261,0.48861562795542396,0.2364841594242622
16,4,10,easy,448,box,0.08116883116883122,1,0,0.3714285714285715,0.2564174910025037,0.4668786547922855
16,4,11,easy,768,budget,0.0,0,0,-0.2,0.05932527084717898,0.16257145732692288
16,4,12,easy,448,box,0.038610038610038644,1,1,-0.6571428571428573,0.14723626207328624,0.5491514362447987
16,4,13,easy,768,budget,0.8821292775665399,0,0,-0.16903085094570333,0.8631942782730133,0.042124941806052744
16,4,14,easy,272,eos,0.07727272727272727,0,0,0.942857142857143,0.23289821675120678,0.5391974728474828
16,4,15,easy,768,budget,0.8254189944134078,0,0,-0.8451542547285166,0.0012266111593474118,0.5847455604805785
16,4,16,easy,208,box,0.0,1,1,0.4285714285714286,0.08395115578144037,0.542910976415985
16,4,17,easy,240,box,0.125,1,1,0.6,0.23358396296410344,0.5974712875251532
16,4,18,easy,768,budget,0.06896551724137934,0,0,-0.942857142857143,0.09024021513440612,0.4009069858510133
16,4,19,easy,768,budget,0.7545271629778671,0,0,-0.7142857142857143,0.7297636251735347,0.2435204350956314
16,4,20,medium,768,budget,0.0,0,0,-0.4285714285714286,0.1297626032841791,0.24759115583949692
16,4,21,medium,768,budget,0.8811320754716981,0,0,-0.6,0.9104094440748229,0.17780992587006708
16,4,22,medium,416,box,0.11764705882352944,1,0,-0.028571428571428574,0.20026955783003492,0.4738043644782636
16,4,23,medium,416,eos,0.1166666666666667,0,0,0.3714285714285715,0.19311352341214189,0.3740350891582215
16,4,24,medium,704,box,0.1581920903954802,1,1,-0.7714285714285715,0.30288516087856576,0.3152737479038371
16,4,25,medium,768,budget,0.17880794701986757,0,0,-0.8285714285714287,0.11450919738701683,0.33338361734449046
16,4,26,medium,768,budget,0.7227722772277227,0,0,-0.7775419143502353,0.02076167075848052,0.37426503837250047
16,4,27,medium,768,budget,0.7947214076246334,0,0,-0.8451542547285166,0.0008640280286588812,0.5718967222034615
16,4,28,medium,768,budget,0.15833333333333333,0,0,-0.8285714285714287,0.21946977883285507,0.4505416520629736
16,4,29,medium,768,budget,0.8148710166919575,0,0,-0.8451542547285166,0.7961057537139272,0.24221656830119523
16,4,30,hard,768,budget,0.8180473372781065,0,0,-0.8451542547285166,0.004810596792959793,0.4581639064781696
16,4,31,hard,768,budget,0.3937677053824362,0,0,-1.0,0.3157405048196733,0.3527030273144118
16,4,32,hard,32,eos,0.0,0,0,nan,nan,nan
16,4,33,hard,768,budget,0.8048128342245989,0,0,-0.8451542547285166,0.6666435123303524,0.038946434461170854
16,4,34,hard,768,budget,0.8735083532219571,0,0,-0.48571428571428577,0.8760165012972839,0.32026449225204684
16,4,35,hard,16,box,0.0,1,0,nan,nan,nan
